row_id,주제,내용,상세내용,주장/검증 매체,label
364,경제,"""상속세 피하려 해외이주 1년 만에 2.7배 늘었다""","['해외', '이주', '신고', '주자', '동기', '상속세', '보도', '따르면', '외교부', '내용', '증가', '통계', '영주권자', '기존', '국내', '늘었다', '부담', '역시', '신고건', '확인', '재산']",언론 보도,대체로 사실 아님
365,경제,"""버스 노조 파업은 주52시간제 시행과 직접 관련이 없다.""","['버스', '노조', '파업', '때문', '사업', '입니다', '국토부', '자료', '했습니다', '노동', '시행', '준공', '관료', '국토교통부', '취재', '전국', '연맹', '시간', '근거', '임금', '감소', '합니다', '기준', '확인', '자동차', '노동조합', '쟁의', '조정', '신청', '영제', '기사', '요구', '월급']",김현미,절반의 사실
366,경제,"""삼겹살 가격 급등은 아프리카돼지열병(ASF) 때문이다?""","['가격', '돼지', '돼지고기', '아프리카', '열병', '대비', '영향', '국내', '중국', '수요', '때문', '농가', '도매', '유통', '했다', '비용', '급등', '삼겹살', '수익', '있는', '소매', '상승', '수입', '증가', '단계', '인상', '관계자', '매가', '오히려', '폭락', '기준', '평균', '출하']",발언인 없음,대체로 사실 아님
367,경제,"""G20이나 OECD 국가 중 한국은 상당한 고성장 국가이다""?","['대통령', '소득', '대담', '국정', '운영', '있다', '국가', '성장', '한국']",문재인,전혀 사실 아님
368,경제,"""우리 정부가 핵심협약을 비준하지 않으면 한·EU 자유무역협정(FTA) 규정에 따라 EU가 경제보복을 할 수 있다""","['협약', '비준', '보복', '경제', '핵심', '정부', '노사', '관계', '있다', '제재', '했다', '규정', '교수', '위원회', '관행', '위원', '경영', '노동계', '전문가', '단계', '논의', '아니라', '않고', '사회', '노동', '제도', '개선', '공익', '입장', '노력', '하지', '미비', '지난해', '시작', '하면서', '한국', '논란']",이승욱,대체로 사실 아님
369,경제,트럼프 대통령이 '전화 한 통화로 방위비 분담금을 인상했다'고 겨냥한 국가는 한국,"['했다', '달러', '트럼프', '대통령', '한국', '나라', '방위', '분담', '협상', '협정', '미국', '연설', '면서', '내년', '예산', '요구', '비용']",언론 보도,대체로 사실
370,경제,"""과도한 상속세 때문에 중소기업 가업상속 어렵다""","['상속', '독일', '기업', '상속세', '중소기업', '일본', '장수', '세율', '판단', '한국', '수준', '중앙회', '세제', '가업', '하는', '비교', '증여세', '국가', '명목', '이상']",중소기업중앙회,판단 유보
371,경제,세계적으로 화폐단위 변경에 성공한 사례가 극히 드물다,"['디노미네이션', '화폐', '했다', '화폐개혁', '있다', '사례', '국가', '물가', '터키', '프랑스', '북한', '하는', '또한', '투르크메니스탄', '성공', '한국', '변경', '한다', '혼란', '성공한', '이후', '당시', '사회', '정책', '시행', '세계', '가치', '상승', '짐바브웨', '교수', '우리나라', '안정', '화폐단위', '논의', '액면가', '대한', '존재', '여러', '경우', '인플레이션', '국제', '자국', '잡기', '경제', '교환', '있는', '추진', '단위', '통화개혁']",다음뉴스 댓글 이용자,대체로 사실 아님
372,경제,"""LPG차를 전면 허용하면 미세먼지 저감 효과가 있다""","['차는', '배출량', '하는', '규제', '유차', '휘발유', '일반인', '기준', '했다', '차가', '연비', '액화', '석유', '가스', '전면', '질소', '산화물', '초미세먼지', '배출', '에너지', '자동차', '같은', '모델', '충전']",발언인 없음,절반의 사실
373,경제,"""지난 1년 동안 30대 기업 중 압수수색 안 당한 곳이 한 군데도 없다""","['기업', '압수수색', '자료', '지난', '순위', '의원', '발언', '했다', '발표', '공정위', '대상', '자산', '집단', '정부', '공시', '분야', '질문', '됐다', '한국', '하는', '결과', '최소', '국회', '경제', '진행', '정유', '동안', '당한', '군데', '없다', '지난해', '기준', '있다', '회사', '스코어', '일리', '통계', '받지', '자유', '국무총리', '하기', '이야기', '현황', '국내', '모두', '공정', '위원회', '지정', '포함', '때문', '가장', '소속', '조사', '않았다', '않은']",정유섭,전혀 사실 아님
374,경제,"전두환 추징금 시효, 내년이면 만료된다","['추징', '시효', '전씨', '집행', '전두환', '검찰', '확보', '연장', '있다', '추가', '계속', '공매', '따라', '환수', '몰수']",언론 보도,전혀 사실 아님
375,경제,"""사교육비 폭증은 학생부종합전형(학종) 때문이다""","['사교육비', '했다', '학생', '사교육', '수능', '폭증', '원인', '강의', '증가', '학원', '참여', '있다', '수시', '최근', '교육', '인당', '상승', '감소', '대입', '지난해', '학종', '하락', '영향력', '방과후', '대비', '기록', '정부', '중고', '사결', '종합', '전형', '분석', '따르면', '학교', '평균', '전체', '학년', '물가', '이용자', '모집', '내놓은', '계속', '소위', '능파', '한다', '이용', '비중', '축소', '조사', '정시', '영향', '통계청', '여기', '반등', '치를', '최고', '내신']",네이버뉴스 댓글 이용자,대체로 사실
376,경제,"""베네수엘라는 세계에서 가장 물가가 싼 나라다""","['물가', '도시', '베네수엘라', '가치', '가장', '하는', '수도', '결과', '했다', '이코노미스트', '생활비', '따르면', '카라카스', '시리아', '방식', '뉴욕', '달러화', '화폐', '경제', '발표', '다마스쿠스', '볼리바르', '가격', '미국', '기준', '나라', '통화', '다른', '사람', '의미', '터키']",이코노미스트 인텔리전스 유닛,절반의 사실
377,경제,유류세 내려서 미세먼지 늘어났다?,"['유류', '차량', '경유', '증가', '인하', '미세먼지', '분석', '있습니다', '비량', '합니다', '했습니다', '시계열', '용량', '지난해', '입니다', '원인', '올해', '유차', '석유']",언론 보도,대체로 사실 아님
378,경제,"""정부의 '핀셋인상'에 따라 공시 가격이 고가 주택 위주로 인상됐다""","['공시가격', '주택', '올해', '아파트', '거래', '단지', '전용', '지난해', '했다', '작년', '종부세', '가격', '공동', '인상', '올랐다', '승률', '영률', '정부', '고가', '핀셋', '대상', '평균', '하는', '기준', '현실', '있다', '서울', '조사', '이어', '이번', '위주', '용성', '공시', '따라', '래미안', '시세', '부과']",국토교통부,대체로 사실 아님
379,경제,“신용카드 소득공제가 폐지되면 최고 50만원 가량 세 부담이 늘어난다”,"['신용카드', '연봉', '납세', '소득공제', '연맹', '폐지', '직장인', '한국', '했다', '경우', '부담', '세금', '정도', '제도', '되면', '근로자']",한국납세자연맹,절반의 사실
380,경제,신용카드 소득공제 축소는 서민 증세?,"['신용카드', '소득공제', '부담', '축소', '중산층', '사용', '증가', '결제', '근로자', '서민', '금액', '되면', '변화', '연봉', '폐지', '다른', '수단', '증세', '공제', '직불카드', '연구', '결론', '따라', '감소', '비율']",한국납세자연맹,대체로 사실
381,경제,"""한국의 노동3권은 세계 최고 수준이다""","['노동', '행위', '파업', '부당', '한국', '제도', '있다', '하는', '노조', '경영', '노동자', '개선', '위원회', '했다', '인정', '한다', '노사', '관계', '해야', '근로', '쟁의', '직장', '점거', '권리', '처벌', '관련', '이유', '발표', '기준', '규정', '판단', '현재', '관행', '핵심', '협약', '비준', '논의', '전체', '부분', '세계', '수준', '국가경쟁력', '보고서', '인권', '개정', '요구', '노동조합', '대체', '범위', '형사', '정당한', '의견', '요건', '정당성']",한국경영자총협회,대체로 사실 아님
382,경제,"""탄력근로제 확대가 주52시간을 무력화시킨다""","['근로', '노동', '연속', '하는', '개월', '대표', '탄력', '합의', '노동계', '있다', '기간', '경우', '위기', '노조', '사업', '무력', '고용노동부', '근로시간', '근로자', '없는', '민주', '노총', '확대', '노동시간', '단위', '때문', '했다', '의무', '노사', '노위', '무제', '평균', '법정', '주가', '대해', '휴식', '지난달', '위원회', '하기', '위해', '되면', '된다고', '전체', '한다', '연장', '근무', '제한', '입장', '연달', '집중', '이론', '통해', '대한', '있다는', '예외', '인정', '과반수', '선출']",전국민주노동조합총연맹,판단 유보
383,경제,"""부의 양극화와 경제적 불평등이 세계에서 가장 극심한 나라가 됐다.""","['소득', '불평등', '한국', '나라', '있다', '기준', '집중', '지니계수', '가처분소득', '그림', '국가', '세계', '가장', '가지', '조사', '높은', '보면', '데이터', '경제', '하는', '이를', '지표', '비교', '제시', '회원', '측정', '시장', '가계', '자료', '분배', '하기', '세금', '연금', '사회보장', '공제', '된다', '보여준다', '있는', '경우', '금융', '미국', '하면', '소득재분배', '서구', '비해', '때문', '파악', '상위', '했다', '있지만', '대체로']",문재인,대체로 사실 아님
384,경제,"""김대중, 노무현 정부 시절 대북지원액 중 순수 현금은 40만 달러""","['대북', '정부', '달러', '북한', '했다', '현금', '지원', '노무현', '통일부', '레오', '이사', '현물', '남북', '팩트', '김대중', '한국', '자료', '있다', '하는', '기준', '차관', '이사장', '천호선', '내용', '한다', '모두', '있다는', '상봉', '센터', '계산', '통계', '협력', '스웨덴']",유시민,대체로 사실 아님
385,경제,"""탈원전으로 LNG 발전이 늘어 미세먼지가 두배로 급증한다""","['미세먼지', '배출량', '발전', '원전', '했다', '계획', '석탄', '의원', '하는', '정책', '증가', '전량', '배출', '국회', '연료', '초미세먼지', '국민', '전력', '수급', '설비', '고려', '시설', '최연혜', '입법조사처', '제출', '자료', '기존', '대비', '되는', '역시', '결과', '집진', '하지', '않은', '부문', '설명', '정부']","최연혜, 나경원",대체로 사실 아님
386,경제,"""편의점 사업, 점주는 가난해지고 본사만 살찌고 있다""?","['본사', '편의점', '점주', '수익', '했다', '최저', '지원', '리테일', '한다', '영업', '점포', '이익', '작년', '하는', '국내', '일본', '보전', '매출', '상생', '해야', '있다', '세븐일레븐', '기간', '의원', '이를', '보장', '폐점', '위약금', '최저임금', '동의', '하지', '일부', '하락', '아니다', '운영', '매장', '장사', '계약']",우원식,대체로 사실 아님
387,경제,"손 쉬운 가입 '인터넷뱅킹 적금', 깨거나 수시 신용조회 시 신용등급 하락?","['대출', '적금', '신용', '연체', '평가', '은행', '신용등급', '금융', '조회', '사용', '신용카드', '뱅크', '해지', '간편', '서비스', '하는', '반복', '개인', '영향', '거래', '상환']",온라인 커뮤니티,전혀 사실 아님
388,경제,"""국내 건설사들의 장기 해외건설공사 현장에서는 '독립적인 회계'를 작성하지 않는다""","['건설', '통계', '해외', '공사', '수출', '적용', '한국은행', '대해', '국내', '부분', '현지', '매뉴얼', '하면서', '경우', '독립', '하지', '우리나라', '조항', '문제', '지사', '겁니다', '모두']",한국은행,전혀 사실 아님
389,경제,"한국은행의 새 국제수지 매뉴얼, BPM6 도입으로 국민소득과 국제수지 통계간의 정합성이 높아졌다","['통계', '한국은행', '도입', '기준', '격차', '내부', '제기', '문서', '국제수지', '국민소득', '위해', '줄이기', '겁니다', '입니다', '결과', '실제', '적용', '모두', '수출', '대한', '표현']",발언인 없음,전혀 사실 아님
390,경제,"""일자리의 질은 지속개선되고 있다""","['고용', '증가', '일자리', '최고', '임금', '민주당', '지표', '있지만', '보험', '비율']",박광온,대체로 사실
391,경제,"7월부터 新코픽스 도입해도, 대출금리 별로 안 떨어진다?","['코픽스', '대출', '기준', '금리', '잔액', '하는', '이자', '절감', '효과', '신규', '자금', '조달', '한다', '은행', '가정', '정도', '최대', '산정', '비용', '계산', '적용', '규모', '하면', '가계']",시중은행 관계자들,대체로 사실 아님
392,경제,국민연금의 스튜어드십 코드 도입은 '연금 사회주의'?,"['스튜어드', '코드', '도입', '국민연금', '경영', '로서', '주권', '행사', '논의', '하기', '연금', '사회주의', '기업', '자본주의', '투자자', '국내', '정부', '때문', '문제', '시작', '연기금', '사용', '기관', '주주', '책임', '대기업', '권한', '운용', '위원회']",언론 보도,대체로 사실 아님
393,경제,위례 포레자이는 4억 원짜리 로또 아파트?,"['분양', '시세', '거래', '최근', '인근', '지역', '아파트', '로또', '싸게', '보도', '포레', '세무', '법인', '가는']",언론 보도,대체로 사실 아님
394,경제,"상속세 때문에 창업주 일가가 회사를 포기한 '눈물의 경영권 매각' 사례, 사실일까?","['창업', '경영', '보고서', '상속세', '매각', '일가', '내용', '회장', '비교', '우리나라', '상속', '취재', '결과', '유지']",한국경영자총협회,대체로 사실 아님
395,경제,"""현 정부가 화력발전소를 7기나 새로 지어 화력발전소 비중이 증가했다""?","['석탄', '전량', '원전', '화력발전소', '증가', '정부', '기를', '비중', '자료', '발전소', '발전']",나경원,대체로 사실
396,경제,"""교육부가 직접 필요성을 입증한 법만 남기는 방식으로 교육 규제 완화했다""","['교육', '규제', '개혁', '완화', '폐지', '행정명령', '했다', '하는', '교육부', '입증', '결과', '정비', '필요성', '대상', '됐다', '대통령', '회장', '문민정부', '위원회']",이종태,사실
397,경제,"국토부의 공시지가 개입, 월권이다?","['국토부', '공시지가', '절차', '했다', '감정평가사', '평가', '장관', '논란', '있다', '개입', '형평성', '조사', '한다', '지침', '토지', '부동산', '시법', '공시', '제도', '의뢰', '명시', '고가', '정당성', '감정평가', '업계', '관계자', '월권', '권한', '역할', '이상', '하는', '해석', '부적', '이번', '거래']",감정평가업계,판단 유보
398,경제,"임대사업자, 평생 1회만 세제 혜택?","['주택', '거주', '과세', '임대', '대해', '사업자', '등록', '평생', '있는', '적용', '임대주택', '시행', '개정안', '혜택', '최초', '내용', '본인', '양도']",청와대 국민청원,절반의 사실
399,경제,공시지가가 인상되면 세금 폭탄?,"['공시가격', '연금', '주택', '기초', '세금', '폭탄', '서민', '탈락', '인상', '하는', '기준', '정부', '우려', '있음', '대상', '유세']",언론 보도,대체로 사실 아님
400,경제,미국의 최저임금이 새해 최대 44% 인상됐다,"['최저임금', '인상', '올해', '뉴욕주', '미국', '지역', '북부', '기사', '적용', '뉴스', '넘게', '한국', '비교', '뉴욕', '인용', '되는', '뉴욕시', '작년']",언론 보도,전혀 사실 아님
401,경제,"""'조만간' 수출 7000억 달러를 달성 가능?""","['달러', '수출', '했다', '올해', '반도체', '유가', '하락', '있다', '지난해', '성장', '가격', '한다', '중국', '전망', '미국', '면서', '달성', '목표', '경제', '둔화', '무역', '하면', '가능성']",홍남기,대체로 사실 아님
402,경제,"""2017년 11월 바이백 취소는 국가부채 비율 높이기 위한 것""","['바이', '취소', '비율', '국가부채', '국채', '하는', '사무관', '정부', '높이기', '발행', '부채', '폭로', '국고', '결과', '조기', '다시', '한다']",신재민,전혀 사실 아님
403,경제,"""근로자 가구소득이 증가하고 있고, 일자리 지표가 개선되고 있다""","['소득', '대비', '증가', '취업', '있다', '지표', '되고', '개선', '고용', '총리', '가구', '통계청', '지난해', '분기', '격차', '있음', '연령', '부분', '감소']",이낙연,판단 유보
404,경제,"""최저임금 산정위원회에 최저임금 당사자인 소상공인, 자영업자들이 위원으로 들어가 있지 않다.""","['자영', '업자', '위원', '최저임금', '위원회', '한국', '이나', '경영', '자기', '경제', '우리나라', '비율', '사용자', '대표', '상공', '인구', '세계', '제일', '높다', '공익', '근로자']",홍준표,전혀 사실 아님
405,경제,직장 갑질은 법으로 막을 수 있다,"['직장', '괴롭힘', '갑질', '법안', '방지법', '개정안', '사업', '금지', '양진호', '지난해', '했습니다', '대한', '이를', '해당', '문제', '주가', '가해자', '입니다', '만큼']",발언인 없음,대체로 사실 아님
406,경제,원전 핵폐기물만큼 태양광도 환경 오염 심각?,"['태양광', '모듈', '원전', '오염', '세척', '환경', '때문', '먼지', '전자파', '기술', '카드뮴', '중금속']",발언인 없음,전혀 사실 아님
407,경제,최저임금법 시행령 개정안 수정안이 기업에 과도한 부담이 된다,"['주휴수당', '최저임금', '시간', '지급', '입니다', '근로자', '시행', '임금', '시급', '분자', '부담']",경영계,대체로 사실 아님
408,경제,스타벅스가 국내 커피 전문점 시장에서 독주하고 있다.,"['스타벅스', '매출', '직영', '했다', '브랜드', '가맹', '커피전문점', '시장', '독주', '보도', '커피', '점포', '매장', '지난해', '국내', '언론', '위원회', '거래', '기준', '따라', '신규', '체제', '영업', '거리', '하는', '커피빈', '제외', '다른', '있는', '이유', '경영']",언론 보도,절반의 사실
409,경제,독일 탈원전으로 전기료 폭등?,"['독일', '전기요금', '부담', '재생에너지', '원전', '비중', '가정', '했다', '정책', '반대론', '수준', '하는', '에너지', '단계', '전력', '차지', '있다', '발전', '위해', '적다']",발언인 없음,대체로 사실
410,경제,"독일 탈원전, 실패한 정책?","['독일', '있다', '원전', '하는', '재생에너지', '전환', '정책', '문제', '에너지', '정부', '실패한', '부담', '지역', '과정', '갈등', '소비자', '했다', '발생', '비용', '경우']",발언인 없음,절반의 사실
411,경제,주휴시간의 포함은 사업주의 부담을 키우고 최저임금법을 위반하는 범법자로 몰고가는 것이다 ?,"['최저임금', '경영', '임금', '체계', '수당', '기본', '하는', '되는', '인상', '기업', '시간', '했다', '최저임금법', '부담', '포함', '위반', '각종', '근로자', '상여금', '개편', '고용부']",한국경영자총협회,절반의 사실
412,경제,전기 민영화하면 요금 인하?,"['전력', '했다', '일본', '요금', '민영화', '있다', '전기', '산업', '체제', '회사', '경쟁', '기존', '기본']",포스코경영연구원,대체로 사실 아님
413,경제,“수상태양광발전소는 중금속 범벅이다”,"['태양광', '패널', '수상', '중금속', '한국', '사용', '카드뮴', '부력', '부식', '국내', '하는', '된다', '환경', '따르면', '되는', '연구원', '분석', '에너지', '제품', '논란', '있다', '물질', '함유', '세척제', '맹독', '액체', '바닷물', '수질', '시험', '결과', '생산', '최근', '쓰이는', '않는다', '실리콘', '영향', '자외선']",언론 보도,전혀 사실 아님
414,경제,"""原電이 멸종위기를 맞았다""?","['원전', '중국', '했다', '세계', '슈나이더', '감소', '보고서', '전량', '있다', '지난해', '독일', '같은', '대해', '원자력', '개국', '원자로', '통해', '전문가', '관련', '왜곡', '재생에너지', '에너지', '한국']",슈나이더,전혀 사실 아님
415,경제,"""많은 선진국, 탈원전하면서 원전 수출""","['원전', '수출', '했다', '한국', '병립', '이는', '하면서', '대표', '국가', '프랑스', '미국', '있다', '건설', '하는']",홍남기,절반의 사실
416,경제,"""카드수수료 인하, 일반소비자 혜택 즉각 영향 받지 않을 것""","['카드', '혜택', '소비자', '서비스', '마케팅', '금융', '수수료', '축소', '부가', '업계', '상품', '포함', '할인', '이용', '했다']",최종구,절반의 사실
417,경제,"고위험 낙인 P2P 파생상품, 정말 위험?","['피플', '펀드', '투자', '상품', '대출', '투자자', '구조', '트렌치', '했다', '담보', '은행', '카카오', '금감원', '하는', '자금', '전북', '업체', '금융', '위험', '여러', '기존', '최대', '파생', '있다', '이름', '위험성', '고발', '페이', '문제', '사람', '모집', '원금']",금융감독원,절반의 사실
418,경제,"KT 통신두절로 입은 손해, 배상받을 수 있다","['장애', '손해', '통신', '배상', '발생', '영업', '있다', '인정', '받을', '대해', '보상', '손실', '경우', '정도', '소송', '화재', '피해', '서비스', '되지', '이번', '사고', '인한', '때문', '정신', '재산', '중요한', '자영', '업자', '입은', '관상', '하지', '요금', '된다', '했다', '대규모', '사례', '가능성', '측정', '손해배상', '결과', '충분히', '입증', '과실', '책임', '집단소송']",발언인 없음,판단 유보
419,경제,"보험사들, 보험 가입자 상대로 지나친 이자 장사?","['대출', '금리', '보험', '담보', '보험사', '이자', '계약', '확정', '최고', '소비자', '가입자', '적금']",발언인 없음,절반의 사실
420,경제,"""글로벌 경기는 순항, 우리 경제는 하강 국면""","['경제', '지난', '있다', '글로벌', '했다', '세계', '전망', '경제성장률', '신흥', '미국', '한국', '인상', '따르면', '망치', '무역', '연구원', '황교안', '올해', '금리', '영향', '유가']",황교안,전혀 사실 아님
421,경제,"현대중공업, 몇년째 신입사원 안뽑았다?","['채용', '중공업', '신입사원', '국내', '조선업', '대졸', '뽑고', '회사', '했다', '조선', '해양', '있다']",언론 보도,대체로 사실 아님
422,경제,"""새누리당은 경제민주화 때문에 몰락하기 시작""","['한국', '경제민주화', '했다', '대선', '자유', '위원', '비상', '대책', '위원회', '시작', '새누리당', '총선', '발표', '입장', '진보', '했다고']",전원책,대체로 사실 아님
423,경제,"암호화폐 오입금, 복구는 불가능하다?","['암호', '화폐', '주소', '이체', '입금', '경우', '거래소', '계좌', '복구', '때문', '다른', '코인', '같은', '블록', '체인', '잔고', '받을', '있는', '있다', '문의', '리움', '은행', '구제', '방법', '시스템', '실수', '있다는', '확인', '있기', '가능성', '없기', '입력', '하는', '잘못', '했을', '비트', '기반']",인터넷 루머,절반의 사실
424,경제,"""평창올림픽, 최소 620억 흑자""","['흑자', '직위', '평창올림픽', '했다', '운영', '센터', '정선', '복원', '달러', '자료', '계획', '임금', '문제', '건설', '되지', '강릉', '결정', '알파', '조직', '적자', '노동자', '설명', '시설', '않았다', '강원도', '존치', '비용']",이희범,판단 유보
425,경제,"""5·24조치 해제하려면 미국 승인 받아야 한다""?","['해제', '미국', '우리', '승인', '트럼프', '대통령', '정부', '발언', '관련', '행정명령', '했습니다', '대북', '있는', '장관', '하지', '확인', '조치', '제재']",트럼프,전혀 사실 아님
426,경제,9.13 부동산대책 이후 서울 아파트 거래 늘었다,"['거래', '계약', '신고', '서울', '아파트', '대책', '거래량', '시스템', '된다', '있다']",언론 보도,전혀 사실 아님
427,경제,"남의 땅에 묻은 조상묘, 20년만 지나면 토지사용권 인정된다","['분묘기지권', '토지', '인정', '지사', '분묘', '하는', '조상', '설치', '다른', '사람', '묘지', '문제', '장사', '때문', '관습법', '있는', '지나면', '사용권', '된다', '소유자', '재산권', '시행', '봉분', '조성', '대해', '이전', '후보']",인터넷 루머,절반의 사실
428,경제,추석 물가가 하향 안정됐다,"['추석', '안정', '비용', '결과', '지난해', '정부', '성수', '가격', '됐다', '하락', '차례상', '차림', '지난', '하향', '했다', '정보', '소득']",기획재정부,대체로 사실 아님
429,경제,"""편의점 본사의 가맹 수수료 비율이 최대 70%""?","['본사', '점주', '편의점', '가맹', '매출', '이익', '계약', '배분', '임대']",김해영,판단 유보
430,경제,“청와대를 비롯한 주요 부처들이 예산 지침을 어기고 업무추진비를 사용이 금지된 곳에서 사적으로 유용한 사례를 무수히 발견했다”,"['했다', '청와대', '사용', '예산', '의원', '확인', '부처', '한국', '집행', '지침', '지난', '정부', '업무', '추진', '카드', '코드']",심재철,전혀 사실 아님
431,경제,기금운용본부장(CIO) 인선난'은 국민연금공단 기금운용본부의 전북 이전 때문이다,"['기금', '운용', '본부장', '국민연금', '통해', '인선', '혁신도시', '숙소', '생활', '했다', '보도', '공모', '이전', '원인', '공동', '전북', '공단', '부가', '지원', '전주', '서울', '난항', '본부', '문제', '팩트', '체크', '결과', '당시', '전북일보', '시절', '격자', '하는', '됐다', '같은']",언론 보도,전혀 사실 아님
432,경제,"한국만 ""탈원전 갈라파고스""?","['원전', '한국', '건설', '전력', '일본', '가동', '미국', '정책', '갈라파고스', '되고', '선진국', '하고', '사고']",발언인 없음,절반의 사실
433,경제,그린벨트 해제하면 집값이 내려간다?,"['집값', '해제', '그린벨트', '주택', '공급', '수요', '시기', '했다', '수도권', '상승', '서울시', '국토부', '있다', '투기', '가격', '차례']",발언인 없음,대체로 사실 아님
434,경제,북한 전력 사정이 나아졌다.,"['북한', '야경', '전력', '사정', '평양', '최근', '합니다', '있습니다', '가장']",발언인 없음,대체로 사실
435,경제,“북한 도로사정이 좋지 않다.”,"['평양', '비행기', '김정은', '정상회담', '오시', '도로', '대통령', '입니다', '우리', '철도']",김정은,사실
436,경제,집값 안 잡히면 서울 전역에 종부세 부과?,"['주택', '내용', '종부세', '부과', '기준', '대책', '공시가격', '전혀']",인터넷 루머,전혀 사실 아님
437,경제,삼겹살 기름을 화력발전 대체연료로 사용할 수 있다?,"['중유', '바이오', '원료', '기름', '삼겹살', '전용', '화력발전', '사용', '발표', '연료', '확인', '하는', '따르면', '한다', '실제', '오염', '결과', '자원']",산업통상자원부,사실
438,경제,"9.13 부동산 대책, 최대 피해자는 '국회의원'이다?","['주택', '보유', '의원', '재위', '대책', '있다', '강남', '국회의원', '소속', '했다', '부동산', '국회', '민주당', '한국', '미래', '이었다', '관련', '통과', '이번', '법안', '위원회', '본회의', '사위']",발언인 없음,절반의 사실
439,경제,부동산 대책에 '빚을 내 세금 내야 할 판',"['주택', '세금', '가구', '종부세', '했다', '부동산', '대책', '내야', '이번', '보유', '인상', '아파트', '올라간다', '폭탄', '프레임', '전세', '자금', '대출']",언론 보도,전혀 사실 아님
440,경제,"""취업자 수 증가폭 둔화는 생산가능인구 감소탓""?","['취업', '있다', '증가', '생산', '가능', '인구', '올해', '이상', '상용', '근로자', '고용', '감소', '일자리', '통계', '없다', '동월', '대비', '예산', '정부', '정확히', '판단', '비판', '둔화', '통계청', '해서', '개선', '늘어난', '투입']",장하성,대체로 사실 아님
441,경제,"인터넷전문은행 은산분리 규제, 한국만 유독 엄격?","['은행', '규제', '분리', '인터넷', '은산', '있다', '있는', '한다', '소유', '산업', '자본', '미국', '인가를', '우리나라', '보유', '허용', '감독', '주주', '장치', '경영', '재벌', '달리', '당국', '이상', '확보', '대신', '때문', '대기업']",최종구,대체로 사실
442,경제,"부동산 정책 맡는 고위공직자, 대부분 강남 산다?","['강남', '주택', '국토', '교통', '부동산', '정책', '그래픽', '노컷뉴스', '김나연', '인턴', '기자', '재산', '고위', '실장', '청와대', '있다', '비서실', '보유', '위원회', '비율', '정부', '때문', '국회', '이상', '의원', '있는', '제외', '전체', '자료', '되지']",발언인 없음,판단 유보
443,경제,"불법체류 외국인, 한국에 3개월만 살면 건강보험 혜택 받는다?","['보험', '건강', '외국인', '체류', '개월', '가입', '혜택', '가입자', '불법체류자', '한국', '직장', '경우', '기간', '있다', '지역', '있는', '하는', '이상', '받을', '국회', '보험료', '미만', '체납', '제공', '받는다', '정식', '허가', '보건복지부', '근로자', '신청', '했다', '국내', '국민', '거주', '거짓', '아닌', '교직원', '동안', '일정', '사례', '개선', '마련', '일부', '입국', '진료', '개정안', '영국']",발언인 없음,전혀 사실 아님
444,경제,"내년 예산, 공무원만 '2배 이상' 늘린다?","['공무원', '증원', '국가', '했다', '이상', '내년', '예산안', '올해', '정부', '예산', '지방직', '국회', '의원', '심의', '하는', '계획']",장제원,절반의 사실
445,경제,"은행에게 전세 자금 대출, 이득?","['대출', '은행', '전세', '상품', '보증', '직접', '과거', '자체', '출시', '민간', '자금', '공급']",발언인 없음,절반의 사실
446,경제,"연소득 7000만원 이상, 고소득자?","['소득', '보증', '주택', '금융', '대상', '가구', '공사', '전세', '이용', '제한', '했다', '기준', '있다', '정부', '중위', '부부', '대출', '월세', '자금', '따르면', '정책', '소득세', '초과', '근로']",발언인 없음,대체로 사실
447,경제,"""2분기 소득부문 가계동향조사 결과는 신뢰도 문제가 있으며, 특히 시계열적으로 분석한 것은 오류다.""","['표본', '했다', '조사', '가계', '동향', '의원', '소득', '결과', '오류', '상대', '표준', '오차', '통계', '통계청']",심상정,대체로 사실 아님
448,경제,"청와대 공식 SNS 계정 게시물 속 경제 통계 그래프, 정확히 그려졌다?","['그래프', '청와대', '통계', '경제', '수치', '막대그래프', '자영', '업자', '정확하게', '하지', '시작', '계정', '높이', '때문', '다시', '고용', '있는', '단위', '그려', '숫자', '실제', '일치', '세로축', '같은', '페이스북', '한국', '다양한', '얼굴', '일자리', '사이', '보니', '공개', '했다']",청와대,대체로 사실
449,경제,스마트팜 혁신밸리 사업으로 농작물이 과잉공급될 것이다 ?,"['스마트', '혁신', '밸리', '농민', '시설', '과잉', '농작물', '공급', '단지', '면적', '전농', '했다', '규모', '재배']",전국농민총연맹,전혀 사실 아님
450,경제,"전기요금 검침 날짜를 변경하면, 올해 '요금 폭탄' 안 맞는다?","['전기요금', '검침', '날짜', '위원회', '한전', '올해', '폭염', '보도자료']",공정거래위원회,전혀 사실 아님
451,경제,다른 제조사 차량에서도 화재가 빈번한데 유독 BMW만 공격을 받고 있다,"['화재', '차량', '있다', '자동차', '사고', '같은', '승용차', '빈번', '발생', '한국', '건수', '현대차', '가장']",인터넷 루머,대체로 사실 아님
452,경제,CVC 규제가 대기업의 벤처투자 활성화 가로막는다?,"['지주회사', '규제', '했다', '관계자', '요건', '벤처기업', '대기업', '재계', '없다', '기업', '혜택', '지주사', '체제']",재계,대체로 사실 아님
